county1,countyname1,mi_to_county,county2,countyname2
21059,Daviess County,21.98635522,21183,Ohio County
21061,Edmonson County,17.38407844,21085,Grayson County
21061,Edmonson County,19.39509497,21099,Hart County
21061,Edmonson County,19.64747529,21227,Warren County
21061,Edmonson County,24.36579235,21009,Barren County
21063,Elliott County,13.6035556,21043,Carter County
21063,Elliott County,15.99693552,21175,Morgan County
21063,Elliott County,18.88282731,21205,Rowan County
21063,Elliott County,19.74757794,21127,Lawrence County
21063,Elliott County,23.49507013,21115,Johnson County
21065,Estill County,11.06111719,21197,Powell County
21065,Estill County,14.71284531,21129,Lee County
21065,Estill County,17.24782776,21151,Madison County
21065,Estill County,20.21815777,21109,Jackson County
21065,Estill County,21.5798862,21049,Clark County
21065,Estill County,23.83292964,21189,Owsley County
21065,Estill County,24.04924327,21173,Montgomery County
21067,Fayette County,13.40462498,21113,Jessamine County
21067,Fayette County,15.76540717,21239,Woodford County
21067,Fayette County,17.56377827,21017,Bourbon County
21067,Fayette County,17.7385656,21049,Clark County
21067,Fayette County,18.46267779,21209,Scott County
21067,Fayette County,24.01040616,21151,Madison County
21069,Fleming County,15.03414982,21011,Bath County
21069,Fleming County,16.92688941,21161,Mason County
21069,Fleming County,17.44087766,21181,Nicholas County
21069,Fleming County,18.89458018,21205,Rowan County
21069,Fleming County,21.2646026,21135,Lewis County
21069,Fleming County,21.80461072,21201,Robertson County
21071,Floyd County,18.13847215,21119,Knott County
21071,Floyd County,19.22858017,21195,Pike County
21071,Floyd County,20.47748695,21153,Magoffin County
21071,Floyd County,20.70175021,21115,Johnson County
21071,Floyd County,20.85359336,21159,Martin County
21073,Franklin County,14.8055319,21239,Woodford County
21073,Franklin County,16.15350196,21209,Scott County
21073,Franklin County,17.09898616,21005,Anderson County
21073,Franklin County,18.34746964,21187,Owen County
21073,Franklin County,19.51643534,21211,Shelby County
21073,Franklin County,20.23599438,21103,Henry County
21075,Fulton County,13.59592526,47131,Obion County
21075,Fulton County,14.68597836,21105,Hickman County
21075,Fulton County,19.83471175,29133,Mississippi County
21075,Fulton County,22.41351267,47095,Lake County
21075,Fulton County,24.13012759,21039,Carlisle County
21077,Gallatin County,10.10000953,18155,Switzerland County
21077,Gallatin County,13.61975303,18115,Ohio County
21077,Gallatin County,14.86421806,21081,Grant County
21077,Gallatin County,15.48492632,21041,Carroll County
21077,Gallatin County,16.39758546,21015,Boone County
21077,Gallatin County,18.03873123,21187,Owen County
21077,Gallatin County,21.24070731,21117,Kenton County
21079,Garrard County,13.43559988,21137,Lincoln County
21079,Garrard County,16.05503642,21151,Madison County
21079,Garrard County,16.92707011,21113,Jessamine County
21079,Garrard County,17.92264121,21021,Boyle County
21079,Garrard County,22.15586834,21167,Mercer County
21079,Garrard County,22.50007049,21203,Rockcastle County
21081,Grant County,14.86421806,21077,Gallatin County
21081,Grant County,14.94633332,21191,Pendleton County
21081,Grant County,15.57035756,21187,Owen County
21081,Grant County,20.06138513,21117,Kenton County
21081,Grant County,21.28335079,21097,Harrison County
21081,Grant County,23.18832382,21015,Boone County
21081,Grant County,24.48023248,21037,Campbell County
21081,Grant County,24.94779658,18155,Switzerland County
21081,Grant County,24.95462428,21209,Scott County
21083,Graves County,18.14318,21105,Hickman County
21083,Graves County,20.28071072,21039,Carlisle County
21083,Graves County,20.68905629,21157,Marshall County
21083,Graves County,21.99468982,21035,Calloway County
21083,Graves County,23.08425043,21145,McCracken County
21085,Grayson County,17.38407844,21061,Edmonson County
21085,Grayson County,22.60632269,21027,Breckinridge County
21087,Green County,14.48584203,21217,Taylor County
21087,Green County,17.88514493,21099,Hart County
21087,Green County,19.13348775,21001,Adair County
21087,Green County,19.65564779,21169,Metcalfe County
21087,Green County,20.46697916,21123,Larue County
21089,Greenup County,17.72391156,39145,Scioto County
21089,Greenup County,18.62308453,21043,Carter County
21089,Greenup County,19.60561586,21019,Boyd County
21089,Greenup County,22.67447762,39087,Lawrence County
21089,Greenup County,23.84747067,21135,Lewis County
21091,Hancock County,16.52817647,18147,Spencer County
21091,Hancock County,17.8308294,21059,Daviess County
21091,Hancock County,18.77550858,18123,Perry County
21091,Hancock County,20.15909682,21027,Breckinridge County
21093,Hardin County,17.88129488,21123,Larue County
21093,Hardin County,22.81422357,21163,Meade County
21093,Hardin County,23.64839596,21029,Bullitt County
21095,Harlan County,11.96723887,51105,Lee County
21095,Harlan County,18.29266451,21131,Leslie County
21095,Harlan County,23.3423199,47067,Hancock County
21097,Harrison County,15.34208249,21201,Robertson County
21097,Harrison County,17.06091086,21209,Scott County
21097,Harrison County,17.12361054,21191,Pendleton County
21097,Harrison County,17.93069893,21017,Bourbon County
21097,Harrison County,18.18927059,21181,Nicholas County
21097,Harrison County,20.52852089,21023,Bracken County
21097,Harrison County,21.28335079,21081,Grant County
21099,Hart County,17.88514493,21087,Green County
21099,Hart County,18.94710711,21123,Larue County
21099,Hart County,19.39509497,21061,Edmonson County
21099,Hart County,24.31498261,21009,Barren County
21101,Henderson County,15.73812537,18163,Vanderburgh County
21101,Henderson County,19.80979957,21233,Webster County
21101,Henderson County,22.70542924,21225,Union County
21101,Henderson County,22.89752148,18129,Posey County
21101,Henderson County,24.78835848,21149,McLean County
21103,Henry County,14.97566835,21041,Carroll County
21103,Henry County,15.42945225,21187,Owen County
21103,Henry County,15.78794885,21211,Shelby County
21103,Henry County,17.14630153,21223,Trimble County
21103,Henry County,18.53120424,21185,Oldham County
21103,Henry County,20.23599438,21073,Franklin County
21105,Hickman County,12.5635603,21039,Carlisle County
21105,Hickman County,14.68597836,21075,Fulton County
21105,Hickman County,18.14318,21083,Graves County
21105,Hickman County,20.72338395,29133,Mississippi County
21105,Hickman County,24.07975531,47131,Obion County
21107,Hopkins County,16.42940497,21233,Webster County
21107,Hopkins County,21.26423963,21033,Caldwell County
21107,Hopkins County,21.56030723,21149,McLean County
21107,Hopkins County,23.42576701,21177,Muhlenberg County
21109,Jackson County,16.38668927,21203,Rockcastle County
21109,Jackson County,18.11519811,21189,Owsley County
21109,Jackson County,20.21815777,21065,Estill County
21109,Jackson County,20.76279704,21125,Laurel County
21109,Jackson County,21.66262968,21129,Lee County
21109,Jackson County,23.7199199,21051,Clay County
21111,Jefferson County,15.39722095,21029,Bullitt County
21111,Jefferson County,16.38327479,18043,Floyd County
21111,Jefferson County,18.19416274,21185,Oldham County
21111,Jefferson County,20.01908876,18019,Clark County
21111,Jefferson County,21.44817832,21215,Spencer County
21111,Jefferson County,23.55689021,21211,Shelby County
21111,Jefferson County,24.2246739,18061,Harrison County
21113,Jessamine County,13.40462498,21067,Fayette County
21113,Jessamine County,14.7361579,21239,Woodford County
21113,Jessamine County,16.68104596,21167,Mercer County
21113,Jessamine County,16.92707011,21079,Garrard County
21113,Jessamine County,19.69546929,21151,Madison County
21113,Jessamine County,23.66522073,21021,Boyle County
21113,Jessamine County,23.75402721,21005,Anderson County
21113,Jessamine County,24.84462774,21049,Clark County
21115,Johnson County,16.35251113,21127,Lawrence County
21115,Johnson County,16.68328313,21153,Magoffin County
21115,Johnson County,18.05196161,21159,Martin County
21115,Johnson County,20.70175021,21071,Floyd County
21115,Johnson County,23.49507013,21063,Elliott County
21115,Johnson County,23.90414844,21175,Morgan County
21117,Kenton County,8.349609465,21037,Campbell County
21117,Kenton County,11.06446999,21015,Boone County
21117,Kenton County,18.41886133,39061,Hamilton County
21117,Kenton County,19.17448454,21191,Pendleton County
21117,Kenton County,20.06138513,21081,Grant County
21117,Kenton County,21.24070731,21077,Gallatin County
21117,Kenton County,22.26158897,39025,Clermont County
21117,Kenton County,23.16392159,18115,Ohio County
21119,Knott County,16.71584725,21193,Perry County
21119,Knott County,17.02201554,21133,Letcher County
21119,Knott County,18.13847215,21071,Floyd County
21119,Knott County,23.48686023,21025,Breathitt County
21119,Knott County,24.68603064,21153,Magoffin County
21121,Knox County,14.93082067,21013,Bell County
21121,Knox County,18.31274697,21235,Whitley County
21121,Knox County,20.73948543,21051,Clay County
21121,Knox County,21.33583303,21125,Laurel County
21123,Larue County,17.88129488,21093,Hardin County
21123,Larue County,18.94710711,21099,Hart County
21123,Larue County,20.46697916,21087,Green County
21123,Larue County,21.83785209,21179,Nelson County
21123,Larue County,23.44840217,21155,Marion County
21123,Larue County,23.84027821,21217,Taylor County
21125,Laurel County,20.21351928,21203,Rockcastle County
21125,Laurel County,20.76279704,21109,Jackson County
21125,Laurel County,21.33583303,21121,Knox County
21125,Laurel County,22.78350575,21051,Clay County
21125,Laurel County,24.58447067,21235,Whitley County
21127,Lawrence County,16.35251113,21115,Johnson County
21127,Lawrence County,18.00359195,54099,Wayne County
21127,Lawrence County,19.74757794,21063,Elliott County
21127,Lawrence County,19.96957,21019,Boyd County
21127,Lawrence County,22.96750089,21159,Martin County
21127,Lawrence County,23.41326855,21043,Carter County
21129,Lee County,12.65658776,21189,Owsley County
21129,Lee County,14.71284531,21065,Estill County
21129,Lee County,15.35517528,21197,Powell County
21129,Lee County,15.51531102,21237,Wolfe County
21129,Lee County,21.66262968,21109,Jackson County
21129,Lee County,22.46035309,21025,Breathitt County
21129,Lee County,24.76040523,21165,Menifee County
21131,Leslie County,14.17313832,21193,Perry County
21131,Leslie County,18.29266451,21095,Harlan County
21131,Leslie County,18.51940945,21051,Clay County
21133,Letcher County,16.5384533,51195,Wise County
21133,Letcher County,17.02201554,21119,Knott County
21133,Letcher County,18.30723341,51720,Norton city
21133,Letcher County,21.38507434,21193,Perry County
21135,Lewis County,21.2646026,21069,Fleming County
21135,Lewis County,22.07422209,39001,Adams County
21135,Lewis County,22.71514882,21205,Rowan County
21135,Lewis County,23.34214606,21043,Carter County
21135,Lewis County,23.84747067,21089,Greenup County
21135,Lewis County,24.93898403,21161,Mason County
21137,Lincoln County,13.43559988,21079,Garrard County
21137,Lincoln County,16.19679395,21021,Boyle County
21137,Lincoln County,17.53033438,21045,Casey County
21137,Lincoln County,19.9936365,21203,Rockcastle County
21137,Lincoln County,24.48894527,21199,Pulaski County
21139,Livingston County,17.39380252,17151,Pope County
21139,Livingston County,17.52924378,21055,Crittenden County
21139,Livingston County,18.83700712,17127,Massac County
21139,Livingston County,20.05960081,21143,Lyon County
21139,Livingston County,21.96341123,17069,Hardin County
21139,Livingston County,22.03188626,21145,McCracken County
21139,Livingston County,22.69122215,21157,Marshall County
21141,Logan County,16.7627994,21219,Todd County
21141,Logan County,18.51998732,21213,Simpson County
21141,Logan County,22.96931902,47147,Robertson County
21143,Lyon County,14.55576143,21033,Caldwell County
21143,Lyon County,16.90480528,21157,Marshall County
21143,Lyon County,19.42856657,21221,Trigg County
21143,Lyon County,20.05960081,21139,Livingston County
21143,Lyon County,23.11980135,21055,Crittenden County
21145,McCracken County,11.22902043,17127,Massac County
21145,McCracken County,16.36720919,21007,Ballard County
21145,McCracken County,19.86923536,21039,Carlisle County
21145,McCracken County,22.03188626,21139,Livingston County
21145,McCracken County,23.08425043,21083,Graves County
21145,McCracken County,24.08054646,21157,Marshall County
21147,McCreary County,19.27385706,21235,Whitley County
21147,McCreary County,19.41273494,21231,Wayne County
21147,McCreary County,20.31040449,47151,Scott County
21149,McLean County,16.89920522,21059,Daviess County
21149,McLean County,21.56030723,21107,Hopkins County
21149,McLean County,23.000883,21177,Muhlenberg County
21149,McLean County,23.14471952,21233,Webster County
21149,McLean County,23.20249673,21183,Ohio County
21149,McLean County,24.78835848,21101,Henderson County
21151,Madison County,16.05503642,21079,Garrard County
21151,Madison County,17.24782776,21065,Estill County
21151,Madison County,18.49902775,21049,Clark County
21151,Madison County,19.69546929,21113,Jessamine County
21151,Madison County,24.01040616,21067,Fayette County
21153,Magoffin County,16.68328313,21115,Johnson County
21153,Magoffin County,18.49755245,21025,Breathitt County
21153,Magoffin County,18.60645324,21175,Morgan County
21153,Magoffin County,20.47748695,21071,Floyd County
21153,Magoffin County,23.45189359,21237,Wolfe County
21153,Magoffin County,24.68603064,21119,Knott County
21155,Marion County,13.30860687,21217,Taylor County
21155,Marion County,14.86819385,21229,Washington County
21155,Marion County,20.40428598,21179,Nelson County
21155,Marion County,22.16787198,21021,Boyle County
21155,Marion County,23.44840217,21123,Larue County
21155,Marion County,24.55990838,21045,Casey County
21157,Marshall County,16.90480528,21143,Lyon County
21157,Marshall County,18.32611779,21035,Calloway County
21157,Marshall County,20.68905629,21083,Graves County
21157,Marshall County,22.69122215,21139,Livingston County
21157,Marshall County,24.08054646,21145,McCracken County
21159,Martin County,18.05196161,21115,Johnson County
21159,Martin County,19.69493423,54059,Mingo County
21159,Martin County,20.85359336,21071,Floyd County
21159,Martin County,22.47297113,21195,Pike County
21159,Martin County,22.96750089,21127,Lawrence County
21159,Martin County,24.55751711,54099,Wayne County
21161,Mason County,13.8901672,21201,Robertson County
21161,Mason County,15.81238855,21023,Bracken County
21161,Mason County,16.92688941,21069,Fleming County
21161,Mason County,20.71992795,21181,Nicholas County
21161,Mason County,23.39894417,39015,Brown County
21161,Mason County,24.93898403,21135,Lewis County
21163,Meade County,16.02570625,18061,Harrison County
21163,Meade County,18.20031199,21027,Breckinridge County
21163,Meade County,22.81422357,21093,Hardin County
21163,Meade County,24.47018407,18123,Perry County
21165,Menifee County,15.34854891,21237,Wolfe County
21165,Menifee County,15.83832081,21197,Powell County
21165,Menifee County,15.87957687,21011,Bath County
21165,Menifee County,18.18400397,21173,Montgomery County
21165,Menifee County,18.54010473,21175,Morgan County
21165,Menifee County,19.94331185,21205,Rowan County
21165,Menifee County,24.76040523,21129,Lee County
21167,Mercer County,13.40113087,21021,Boyle County
21167,Mercer County,14.56859616,21005,Anderson County
21167,Mercer County,16.63619575,21229,Washington County
21167,Mercer County,16.68104596,21113,Jessamine County
21167,Mercer County,17.47814701,21239,Woodford County
21167,Mercer County,22.15586834,21079,Garrard County
21169,Metcalfe County,16.41181446,21009,Barren County
21169,Metcalfe County,19.3153121,21057,Cumberland County
21169,Metcalfe County,19.6477907,21171,Monroe County
21169,Metcalfe County,19.65564779,21087,Green County
21169,Metcalfe County,20.78226328,21001,Adair County
21171,Monroe County,14.89280769,47027,Clay County
21171,Monroe County,18.36734438,21057,Cumberland County
21171,Monroe County,19.6477907,21169,Metcalfe County
21171,Monroe County,20.07036938,47111,Macon County
21171,Monroe County,20.83317991,21009,Barren County
21171,Monroe County,24.9578716,47087,Jackson County
21173,Montgomery County,12.3449333,21011,Bath County
21173,Montgomery County,13.50894926,21049,Clark County
21173,Montgomery County,16.40981689,21197,Powell County
21173,Montgomery County,18.18400397,21165,Menifee County
21173,Montgomery County,19.76383522,21017,Bourbon County
21173,Montgomery County,21.55401298,21181,Nicholas County
21173,Montgomery County,24.04924327,21065,Estill County
21175,Morgan County,15.99693552,21063,Elliott County
21175,Morgan County,17.86819499,21237,Wolfe County
21175,Morgan County,18.54010473,21165,Menifee County
21175,Morgan County,18.60645324,21153,Magoffin County
21175,Morgan County,21.55836567,21205,Rowan County
21175,Morgan County,23.90414844,21115,Johnson County
21177,Muhlenberg County,23.000883,21149,McLean County
21177,Muhlenberg County,23.42576701,21107,Hopkins County
21177,Muhlenberg County,24.19104238,21183,Ohio County
21177,Muhlenberg County,24.85591855,21031,Butler County
21179,Nelson County,16.22324263,21229,Washington County
21179,Nelson County,17.30018138,21029,Bullitt County
21179,Nelson County,17.35113749,21215,Spencer County
21179,Nelson County,20.40428598,21155,Marion County
21179,Nelson County,21.83785209,21123,Larue County
21181,Nicholas County,12.38230479,21201,Robertson County
21181,Nicholas County,13.65300785,21017,Bourbon County
21181,Nicholas County,17.44087766,21069,Fleming County
21181,Nicholas County,18.18927059,21097,Harrison County
21181,Nicholas County,20.18091614,21011,Bath County
21181,Nicholas County,20.71992795,21161,Mason County
21181,Nicholas County,21.55401298,21173,Montgomery County
21181,Nicholas County,23.93204994,21023,Bracken County
21183,Ohio County,20.73112435,21031,Butler County
21183,Ohio County,21.98635522,21059,Daviess County
21183,Ohio County,23.20249673,21149,McLean County
21183,Ohio County,24.19104238,21177,Muhlenberg County
21185,Oldham County,14.77309886,18019,Clark County
21185,Oldham County,16.0291608,21223,Trimble County
21185,Oldham County,16.59859702,21211,Shelby County
21185,Oldham County,18.19416274,21111,Jefferson County
21185,Oldham County,18.53120424,21103,Henry County
21187,Owen County,15.42945225,21103,Henry County
21187,Owen County,15.57035756,21081,Grant County
21187,Owen County,18.03873123,21077,Gallatin County
21187,Owen County,18.34746964,21073,Franklin County
21187,Owen County,19.20296376,21041,Carroll County
21187,Owen County,20.28462561,21209,Scott County
21187,Owen County,24.7217561,18155,Switzerland County
21189,Owsley County,12.65658776,21129,Lee County
21189,Owsley County,17.92529305,21051,Clay County
21189,Owsley County,18.11519811,21109,Jackson County
21189,Owsley County,21.33985903,21025,Breathitt County
21189,Owsley County,23.83292964,21065,Estill County
21189,Owsley County,24.60868351,21237,Wolfe County
21191,Pendleton County,13.70842154,21023,Bracken County
21191,Pendleton County,14.94633332,21081,Grant County
21191,Pendleton County,17.12361054,21097,Harrison County
21191,Pendleton County,17.75615004,21037,Campbell County
21191,Pendleton County,19.17448454,21117,Kenton County
21191,Pendleton County,19.87803055,21201,Robertson County
21193,Perry County,14.17313832,21131,Leslie County
21193,Perry County,16.71584725,21119,Knott County
21193,Perry County,20.17403141,21025,Breathitt County
21193,Perry County,21.38507434,21133,Letcher County
21195,Pike County,19.22858017,21071,Floyd County
21195,Pike County,21.23915478,54059,Mingo County
21195,Pike County,22.47297113,21159,Martin County
21195,Pike County,24.01791299,51051,Dickenson County
21195,Pike County,24.8905069,51027,Buchanan County
21197,Powell County,11.06111719,21065,Estill County
21197,Powell County,15.35517528,21129,Lee County
21197,Powell County,15.83832081,21165,Menifee County
21197,Powell County,16.40981689,21173,Montgomery County
21197,Powell County,18.70149798,21237,Wolfe County
21197,Powell County,20.55440242,21049,Clark County
21197,Powell County,24.11686009,21011,Bath County
21199,Pulaski County,22.77638863,21203,Rockcastle County
21199,Pulaski County,24.18801823,21045,Casey County
21199,Pulaski County,24.48894527,21137,Lincoln County
21201,Robertson County,11.54978739,21023,Bracken County
21201,Robertson County,12.38230479,21181,Nicholas County
21201,Robertson County,13.8901672,21161,Mason County
21201,Robertson County,15.34208249,21097,Harrison County
21201,Robertson County,19.87803055,21191,Pendleton County
21201,Robertson County,21.80461072,21069,Fleming County
21201,Robertson County,22.91675548,21017,Bourbon County
21203,Rockcastle County,16.38668927,21109,Jackson County
21203,Rockcastle County,19.9936365,21137,Lincoln County
21203,Rockcastle County,20.21351928,21125,Laurel County
21203,Rockcastle County,22.50007049,21079,Garrard County
21203,Rockcastle County,22.77638863,21199,Pulaski County
21205,Rowan County,17.32886814,21011,Bath County
21205,Rowan County,18.88282731,21063,Elliott County
21205,Rowan County,18.89458018,21069,Fleming County
21205,Rowan County,19.94331185,21165,Menifee County
21205,Rowan County,21.55836567,21175,Morgan County
21205,Rowan County,21.67922291,21043,Carter County
21205,Rowan County,22.71514882,21135,Lewis County
21207,Russell County,14.66788086,21001,Adair County
21207,Russell County,18.07238157,21231,Wayne County
21207,Russell County,18.70902793,21053,Clinton County
21207,Russell County,23.28474496,21057,Cumberland County
21207,Russell County,24.09756716,21045,Casey County
21209,Scott County,16.15350196,21073,Franklin County
21209,Scott County,17.06091086,21097,Harrison County
21209,Scott County,18.46267779,21067,Fayette County
21209,Scott County,19.37843856,21239,Woodford County
21209,Scott County,20.28462561,21187,Owen County
21209,Scott County,20.93902579,21017,Bourbon County
21209,Scott County,24.95462428,21081,Grant County
21211,Shelby County,15.52760147,21215,Spencer County
21211,Shelby County,15.78794885,21103,Henry County
21211,Shelby County,16.59859702,21185,Oldham County
21211,Shelby County,19.51643534,21073,Franklin County
21211,Shelby County,20.8425018,21005,Anderson County
21211,Shelby County,23.55689021,21111,Jefferson County
21213,Simpson County,18.51998732,21141,Logan County
21213,Simpson County,19.64760314,21227,Warren County
21213,Simpson County,19.91752965,47165,Sumner County
21213,Simpson County,21.54788055,21003,Allen County
21213,Simpson County,21.72763418,47147,Robertson County
21215,Spencer County,15.52760147,21211,Shelby County
21215,Spencer County,17.35113749,21179,Nelson County
21215,Spencer County,18.30217523,21005,Anderson County
21215,Spencer County,20.46114534,21229,Washington County
21215,Spencer County,21.14761355,21029,Bullitt County
21215,Spencer County,21.44817832,21111,Jefferson County
21217,Taylor County,13.30860687,21155,Marion County
21217,Taylor County,14.48584203,21087,Green County
21217,Taylor County,18.10647102,21001,Adair County
21217,Taylor County,22.09049539,21045,Casey County
21217,Taylor County,23.84027821,21123,Larue County
21219,Todd County,16.7627994,21141,Logan County
21219,Todd County,17.51871697,21047,Christian County
21221,Trigg County,19.42856657,21143,Lyon County
21221,Trigg County,20.45024586,47161,Stewart County
21221,Trigg County,21.03641909,21047,Christian County
21221,Trigg County,23.56730986,21033,Caldwell County
21223,Trimble County,12.31193479,18077,Jefferson County
21223,Trimble County,12.94205955,21041,Carroll County
21223,Trimble County,16.0291608,21185,Oldham County
21223,Trimble County,17.14630153,21103,Henry County
21223,Trimble County,21.59170911,18019,Clark County
21223,Trimble County,21.82193639,18143,Scott County
21223,Trimble County,22.66509364,18155,Switzerland County
21225,Union County,16.92760628,17059,Gallatin County
21225,Union County,17.43288635,21233,Webster County
21225,Union County,19.75601041,17069,Hardin County
21225,Union County,22.3597836,21055,Crittenden County
21225,Union County,22.70542924,21101,Henderson County
21227,Warren County,19.64747529,21061,Edmonson County
21227,Warren County,19.64760314,21213,Simpson County
21227,Warren County,20.41668897,21031,Butler County
21227,Warren County,21.19958678,21003,Allen County
21229,Washington County,14.86819385,21155,Marion County
21229,Washington County,16.22324263,21179,Nelson County
21229,Washington County,16.63619575,21167,Mercer County
21229,Washington County,19.01857065,21021,Boyle County
21229,Washington County,20.1853057,21005,Anderson County
21229,Washington County,20.46114534,21215,Spencer County
21231,Wayne County,18.07238157,21207,Russell County
21231,Wayne County,18.57690954,21053,Clinton County
21231,Wayne County,19.41273494,21147,McCreary County
21231,Wayne County,21.58307087,47137,Pickett County
21233,Webster County,16.42940497,21107,Hopkins County
21233,Webster County,17.43288635,21225,Union County
21233,Webster County,19.80979957,21101,Henderson County
21233,Webster County,23.14471952,21149,McLean County
21235,Whitley County,18.31274697,21121,Knox County
21235,Whitley County,19.27385706,21147,McCreary County
21235,Whitley County,24.58447067,21125,Laurel County
21235,Whitley County,24.64034577,47013,Campbell County
21237,Wolfe County,15.34854891,21165,Menifee County
21237,Wolfe County,15.51531102,21129,Lee County
21237,Wolfe County,17.86819499,21175,Morgan County
21237,Wolfe County,18.05008452,21025,Breathitt County
21237,Wolfe County,18.70149798,21197,Powell County
21237,Wolfe County,23.45189359,21153,Magoffin County
21237,Wolfe County,24.60868351,21189,Owsley County
21239,Woodford County,13.22351397,21005,Anderson County
21239,Woodford County,14.7361579,21113,Jessamine County
21239,Woodford County,14.8055319,21073,Franklin County
21239,Woodford County,15.76540717,21067,Fayette County
21239,Woodford County,17.47814701,21167,Mercer County
21239,Woodford County,19.37843856,21209,Scott County
22001,Acadia Parish,21.51973116,22055,Lafayette Parish
22001,Acadia Parish,24.22358093,22053,Jefferson Davis Parish
22005,Ascension Parish,14.12776442,22093,St. James Parish
22005,Ascension Parish,19.69150108,22063,Livingston Parish
22005,Ascension Parish,22.56271643,22007,Assumption Parish
22005,Ascension Parish,24.92501874,22095,St. John the Baptist Parish
22007,Assumption Parish,17.61793259,22093,St. James Parish
22007,Assumption Parish,22.56271643,22005,Ascension Parish
22013,Bienville Parish,23.75915899,22081,Red River Parish
22015,Bossier Parish,16.35967361,22119,Webster Parish
22015,Bossier Parish,17.44576546,22017,Caddo Parish
22017,Caddo Parish,17.44576546,22015,Bossier Parish
22025,Catahoula Parish,18.55526215,22059,La Salle Parish
22025,Catahoula Parish,18.78969106,22029,Concordia Parish
22027,Claiborne Parish,21.30235713,22119,Webster Parish
22027,Claiborne Parish,24.71170491,22061,Lincoln Parish
22029,Concordia Parish,16.21668745,28001,Adams County
22029,Concordia Parish,18.78969106,22025,Catahoula Parish
22031,De Soto Parish,23.11660993,22081,Red River Parish
22033,East Baton Rouge Parish,14.02958355,22121,West Baton Rouge Parish
22033,East Baton Rouge Parish,20.64913808,22037,East Feliciana Parish
22033,East Baton Rouge Parish,22.91897256,22063,Livingston Parish
22033,East Baton Rouge Parish,23.8887174,22047,Iberville Parish
22035,East Carroll Parish,13.37021001,22123,West Carroll Parish
22035,East Carroll Parish,14.37496013,28055,Issaquena County
22037,East Feliciana Parish,19.86154469,22091,St. Helena Parish
22037,East Feliciana Parish,20.64913808,22033,East Baton Rouge Parish
22037,East Feliciana Parish,22.51048489,22125,West Feliciana Parish
22041,Franklin Parish,19.98124184,22083,Richland Parish
22041,Franklin Parish,21.48413699,22107,Tensas Parish
22043,Grant Parish,24.18244825,22127,Winn Parish
22043,Grant Parish,24.21372177,22059,La Salle Parish
22045,Iberia Parish,22.81606974,22101,St. Mary Parish
22047,Iberville Parish,12.54638486,22121,West Baton Rouge Parish
22047,Iberville Parish,18.78726542,22099,St. Martin Parish
22047,Iberville Parish,23.8887174,22033,East Baton Rouge Parish
22049,Jackson Parish,21.39928926,22061,Lincoln Parish
22051,Jefferson Parish,21.58040834,22057,Lafourche Parish
22053,Jefferson Davis Parish,24.22358093,22001,Acadia Parish
22055,Lafayette Parish,21.51973116,22001,Acadia Parish
22057,Lafourche Parish,21.58040834,22051,Jefferson Parish
22059,La Salle Parish,18.55526215,22025,Catahoula Parish
22059,La Salle Parish,24.21372177,22043,Grant Parish
22061,Lincoln Parish,21.39928926,22049,Jackson Parish
22061,Lincoln Parish,22.93167692,22111,Union Parish
22061,Lincoln Parish,24.71170491,22027,Claiborne Parish
22063,Livingston Parish,19.69150108,22005,Ascension Parish
22063,Livingston Parish,22.83141314,22105,Tangipahoa Parish
22063,Livingston Parish,22.91897256,22033,East Baton Rouge Parish
22065,Madison Parish,22.70747922,28149,Warren County
22067,Morehouse Parish,20.32202537,22123,West Carroll Parish
22071,Orleans Parish,23.60018668,22103,St. Tammany Parish
22073,Ouachita Parish,23.47530652,22083,Richland Parish
22077,Pointe Coupee Parish,15.74063681,22125,West Feliciana Parish
22077,Pointe Coupee Parish,24.33788666,22121,West Baton Rouge Parish
22077,Pointe Coupee Parish,24.43887955,22097,St. Landry Parish
22081,Red River Parish,23.11660993,22031,De Soto Parish
22081,Red River Parish,23.75915899,22013,Bienville Parish
22083,Richland Parish,19.98124184,22041,Franklin Parish
22083,Richland Parish,23.47530652,22073,Ouachita Parish
22085,Sabine Parish,22.85215832,48403,Sabine County
22089,St. Charles Parish,16.54073342,22095,St. John the Baptist Parish
22091,St. Helena Parish,19.86154469,22037,East Feliciana Parish
22091,St. Helena Parish,22.67047099,22105,Tangipahoa Parish
22093,St. James Parish,14.12776442,22005,Ascension Parish
22093,St. James Parish,17.61793259,22007,Assumption Parish
22093,St. James Parish,18.44357321,22095,St. John the Baptist Parish
22095,St. John the Baptist Parish,16.54073342,22089,St. Charles Parish
22095,St. John the Baptist Parish,18.44357321,22093,St. James Parish
22095,St. John the Baptist Parish,24.92501874,22005,Ascension Parish
22097,St. Landry Parish,24.43887955,22077,Pointe Coupee Parish
22099,St. Martin Parish,18.78726542,22047,Iberville Parish
22101,St. Mary Parish,22.81606974,22045,Iberia Parish
22103,St. Tammany Parish,23.60018668,22071,Orleans Parish
22105,Tangipahoa Parish,22.67047099,22091,St. Helena Parish
22105,Tangipahoa Parish,22.83141314,22063,Livingston Parish
22107,Tensas Parish,21.48413699,22041,Franklin Parish
22111,Union Parish,22.93167692,22061,Lincoln Parish
22117,Washington Parish,21.84520427,28147,Walthall County
22119,Webster Parish,16.35967361,22015,Bossier Parish
22119,Webster Parish,21.30235713,22027,Claiborne Parish
22121,West Baton Rouge Parish,12.54638486,22047,Iberville Parish
